ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60618,19,05/03/2020,05/09/2020,180,828,191,877.2,632,2877,670,3047.8,0.3,0.3,7,25,7.4,26.5,94395,60618-19,POINT (-87.703343 41.946699)
60618,20,05/10/2020,05/16/2020,138,966,146,1023.4,730,3607,773,3821.2,0.2,0.3,6,31,6.4,32.8,94395,60618-20,POINT (-87.703343 41.946699)
60618,21,05/17/2020,05/23/2020,141,1107,149,1172.7,767,4374,812,4633.7,0.2,0.3,4,35,4.2,37.1,94395,60618-21,POINT (-87.703343 41.946699)
60618,22,05/24/2020,05/30/2020,103,1210,109,1281.8,733,5107,776,5410.2,0.1,0.2,3,38,3.2,40.3,94395,60618-22,POINT (-87.703343 41.946699)
60618,23,05/31/2020,06/06/2020,61,1271,65,1346.5,631,5738,668,6078.7,0.1,0.2,2,40,2.1,42.4,94395,60618-23,POINT (-87.703343 41.946699)
60666,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,0,60666-11,POINT (-87.896371 41.979511)
60618,24,06/07/2020,06/13/2020,54,1325,57,1403.7,909,6647,963,7041.7,0.1,0.2,2,42,2.1,44.5,94395,60618-24,POINT (-87.703343 41.946699)
60618,25,06/14/2020,06/20/2020,50,1375,53,1456.6,863,7510,914,7955.9,0.1,0.2,5,47,5.3,49.8,94395,60618-25,POINT (-87.703343 41.946699)
60707,12,03/15/2020,03/21/2020,,,,,12,15,28,34.9,,,0,0,0.0,0.0,43019,60707-12,POINT (-87.808283 41.921777)
60618,26,06/21/2020,06/27/2020,51,1426,54,1510.7,884,8394,936,8892.4,0.1,0.2,2,49,2.1,51.9,94395,60618-26,POINT (-87.703343 41.946699)
60601,18,04/26/2020,05/02/2020,13,56,89,381.6,70,292,477,1989.8,0.2,0.2,1,3,6.8,20.4,14675,60601-18,POINT (-87.622844 41.886262)
60618,27,06/28/2020,07/04/2020,37,1463,39,1549.9,974,9368,1032,9924.3,0.0,0.2,0,49,0.0,51.9,94395,60618-27,POINT (-87.703343 41.946699)
60618,28,07/05/2020,07/11/2020,42,1505,44,1594.4,1141,10509,1209,11133,0.0,0.1,1,50,1.1,53.0,94395,60618-28,POINT (-87.703343 41.946699)
60626,11,03/08/2020,03/14/2020,,,,,5,6,10,12.1,,,0,0,0.0,0.0,49730,60626-11,POINT (-87.669834 42.009469)
60618,29,07/12/2020,07/18/2020,47,1552,50,1644.2,1272,11781,1348,12480.5,0.0,0.1,0,50,0.0,53.0,94395,60618-29,POINT (-87.703343 41.946699)
60620,10,03/01/2020,03/07/2020,,,,,3,3,4,4.4,,,0,0,0.0,0.0,68096,60620-10,POINT (-87.651656 41.740873)
60618,10,03/01/2020,03/07/2020,,,,,1,1,1,1.1,,,0,0,0.0,0.0,94395,60618-10,POINT (-87.703343 41.946699)
60602,20,05/10/2020,05/16/2020,3,11,241,884.2,15,74,1206,5948.6,0.2,0.1,0,0,0.0,0.0,1244,60602-20,POINT (-87.628309 41.883136)
60602,15,04/05/2020,04/11/2020,,,,,3,13,241,1045,,,0,0,0.0,0.0,1244,60602-15,POINT (-87.628309 41.883136)
60618,30,07/19/2020,07/25/2020,37,1589,39,1683.4,1138,12919,1206,13686.1,0.0,0.1,0,50,0.0,53.0,94395,60618-30,POINT (-87.703343 41.946699)
60618,31,07/26/2020,08/01/2020,64,1653,68,1751.2,1157,14076,1226,14911.8,0.1,0.1,0,50,0.0,53.0,94395,60618-31,POINT (-87.703343 41.946699)
60622,11,03/08/2020,03/14/2020,6,6,11,11.4,10,12,19,22.7,0.6,0.5,0,0,0.0,0.0,52793,60622-11,POINT (-87.681818 41.902762)
60622,12,03/15/2020,03/21/2020,22,28,42,53,87,99,165,187.5,0.3,0.3,0,0,0.0,0.0,52793,60622-12,POINT (-87.681818 41.902762)
60653,11,03/08/2020,03/14/2020,,,,,5,6,16,18.8,,,0,0,0.0,0.0,31972,60653-11,POINT (-87.611244 41.819261)
60666,15,04/05/2020,04/11/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,0,60666-15,POINT (-87.896371 41.979511)
60666,14,03/29/2020,04/04/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,0,60666-14,POINT (-87.896371 41.979511)
60618,32,08/02/2020,08/08/2020,80,1733,85,1835.9,1194,15270,1265,16176.7,0.1,0.1,0,50,0.0,53.0,94395,60618-32,POINT (-87.703343 41.946699)
60601,14,03/29/2020,04/04/2020,5,28,34,190.8,22,101,150,688.2,0.2,0.3,0,0,0.0,0.0,14675,60601-14,POINT (-87.622844 41.886262)
60602,24,06/07/2020,06/13/2020,0,13,0,1045,17,140,1367,11254,0.0,0.1,0,0,0.0,0.0,1244,60602-24,POINT (-87.628309 41.883136)
60607,23,05/31/2020,06/06/2020,5,445,17,1503.8,176,1917,595,6478.3,0.0,0.2,0,4,0.0,13.5,29591,60607-23,POINT (-87.652727 41.876104)
60618,11,03/08/2020,03/14/2020,5,6,5,6.4,17,18,18,19.1,0.3,0.3,0,0,0.0,0.0,94395,60618-11,POINT (-87.703343 41.946699)
60655,11,03/08/2020,03/14/2020,,,,,5,5,17,17.4,,,0,0,0.0,0.0,28804,60655-11,POINT (-87.701434 41.696456)
60618,33,08/09/2020,08/15/2020,90,1823,95,1931.2,1160,16430,1229,17405.6,0.1,0.1,1,51,1.1,54.0,94395,60618-33,POINT (-87.703343 41.946699)
60636,12,03/15/2020,03/21/2020,12,14,37,43.5,47,53,146,164.6,0.3,0.3,1,1,3.1,3.1,32203,60636-12,POINT (-87.668597 41.77599)
60622,13,03/22/2020,03/28/2020,38,66,72,125,131,230,248,435.7,0.3,0.3,0,0,0.0,0.0,52793,60622-13,POINT (-87.681818 41.902762)
60618,34,08/16/2020,08/22/2020,88,1911,93,2024.5,1144,17574,1212,18617.5,0.1,0.1,0,51,0.0,54.0,94395,60618-34,POINT (-87.703343 41.946699)
60618,36,08/30/2020,09/05/2020,84,2064,89,2186.6,1018,19737,1078,20908.9,0.1,0.1,0,52,0.0,55.1,94395,60618-36,POINT (-87.703343 41.946699)
60652,12,03/15/2020,03/21/2020,12,12,27,27.3,32,37,73,84.3,0.4,0.3,0,0,0.0,0.0,43907,60652-12,POINT (-87.714238 41.745398)
60660,11,03/08/2020,03/14/2020,,,,,11,11,25,25.4,,,0,0,0.0,0.0,43242,60660-11,POINT (-87.666362 41.991062)
60626,10,03/01/2020,03/07/2020,,,,,1,1,2,2,,,0,0,0.0,0.0,49730,60626-10,POINT (-87.669834 42.009469)
60618,38,09/13/2020,09/19/2020,65,2180,69,2309.4,870,21425,922,22697.2,0.1,0.1,0,52,0.0,55.1,94395,60618-38,POINT (-87.703343 41.946699)
60618,39,09/20/2020,09/26/2020,64,2244,68,2377.2,922,22347,977,23673.9,0.1,0.1,1,53,1.1,56.1,94395,60618-39,POINT (-87.703343 41.946699)
60601,23,05/31/2020,06/06/2020,1,71,7,483.8,71,684,484,4661,0.0,0.1,1,5,6.8,34.1,14675,60601-23,POINT (-87.622844 41.886262)
60607,19,05/03/2020,05/09/2020,17,405,57,1368.7,157,1199,531,4051.9,0.1,0.3,1,4,3.4,13.5,29591,60607-19,POINT (-87.652727 41.876104)
60616,15,04/05/2020,04/11/2020,53,154,97,282.8,167,510,307,936.4,0.3,0.3,4,8,7.3,14.7,54464,60616-15,POINT (-87.629531 41.844869)
60618,41,10/04/2020,10/10/2020,118,2432,125,2576.4,1257,24632,1332,26094.6,0.1,0.1,1,54,1.1,57.2,94395,60618-41,POINT (-87.703343 41.946699)
60666,22,05/24/2020,05/30/2020,,,,,1,2,0,0,,,0,0,0.0,0.0,0,60666-22,POINT (-87.896371 41.979511)
60620,11,03/08/2020,03/14/2020,4,5,6,7.3,13,16,19,23.5,0.3,0.3,0,0,0.0,0.0,68096,60620-11,POINT (-87.651656 41.740873)
60656,12,03/15/2020,03/21/2020,4,5,14,18.1,24,28,87,101.5,0.2,0.2,0,0,0.0,0.0,27579,60656-12,POINT (-87.817934 41.974566)
60636,17,04/19/2020,04/25/2020,82,338,255,1049.6,228,773,708,2400.4,0.4,0.4,5,29,15.5,90.1,32203,60636-17,POINT (-87.668597 41.77599)
60633,12,03/15/2020,03/21/2020,,,,,11,11,86,85.5,,,0,0,0.0,0.0,12871,60633-12,POINT (-87.556037 41.653147)
60610,14,03/29/2020,04/04/2020,19,82,49,210.2,76,282,195,722.7,0.2,0.3,0,0,0.0,0.0,39019,60610-14,POINT (-87.63581 41.90455)
60618,42,10/11/2020,10/17/2020,160,2592,170,2745.9,1262,25894,1337,27431.5,0.1,0.1,2,56,2.1,59.3,94395,60618-42,POINT (-87.703343 41.946699)
60631,10,03/01/2020,03/07/2020,,,,,2,2,7,6.8,,,0,0,0.0,0.0,29529,60631-10,POINT (-87.813371 41.995019)
60608,15,04/05/2020,04/11/2020,122,289,154,364.9,312,776,394,979.7,0.4,0.4,3,4,3.8,5.1,79205,60608-15,POINT (-87.670366 41.849879)
60609,13,03/22/2020,03/28/2020,45,59,73,95.9,125,188,203,305.7,0.4,0.3,0,0,0.0,0.0,61495,60609-13,POINT (-87.653382 41.812017)
60619,21,05/17/2020,05/23/2020,60,825,98,1346.8,1148,4626,1874,7551.7,0.1,0.2,6,56,9.8,91.4,61258,60619-21,POINT (-87.60569 41.744737)
60619,22,05/24/2020,05/30/2020,47,872,77,1423.5,734,5360,1198,8749.9,0.1,0.2,1,57,1.6,93.0,61258,60619-22,POINT (-87.60569 41.744737)
60619,23,05/31/2020,06/06/2020,26,898,42,1465.9,412,5772,673,9422.4,0.1,0.2,0,57,0.0,93.0,61258,60619-23,POINT (-87.60569 41.744737)
60608,14,03/29/2020,04/04/2020,75,167,95,210.8,181,464,228,585.8,0.4,0.4,1,1,1.3,1.3,79205,60608-14,POINT (-87.670366 41.849879)
60607,14,03/29/2020,04/04/2020,33,79,112,267,90,285,304,963.1,0.4,0.3,0,0,0.0,0.0,29591,60607-14,POINT (-87.652727 41.876104)
60619,24,06/07/2020,06/13/2020,26,924,42,1508.4,585,6357,955,10377.4,0.0,0.1,3,60,4.9,97.9,61258,60619-24,POINT (-87.60569 41.744737)
60628,17,04/19/2020,04/25/2020,234,647,351,969.7,574,1741,860,2609.3,0.4,0.4,11,40,16.5,59.9,66724,60628-17,POINT (-87.621537 41.694192)
60619,25,06/14/2020,06/20/2020,21,945,34,1542.7,526,6883,859,11236.1,0.0,0.1,2,62,3.3,101.2,61258,60619-25,POINT (-87.60569 41.744737)
60619,26,06/21/2020,06/27/2020,30,975,49,1591.6,555,7438,906,12142.1,0.1,0.1,1,63,1.6,102.8,61258,60619-26,POINT (-87.60569 41.744737)
60657,11,03/08/2020,03/14/2020,14,15,20,21.4,38,42,54,60,0.4,0.4,0,0,0.0,0.0,70052,60657-11,POINT (-87.658216 41.939715)
60628,16,04/12/2020,04/18/2020,96,413,144,619,318,1167,477,1749,0.3,0.4,5,29,7.5,43.5,66724,60628-16,POINT (-87.621537 41.694192)
60619,27,06/28/2020,07/04/2020,32,1007,52,1643.9,560,7998,914,13056.3,0.1,0.1,1,64,1.6,104.5,61258,60619-27,POINT (-87.60569 41.744737)
60607,15,04/05/2020,04/11/2020,204,283,689,956.4,285,570,963,1926.3,0.7,0.5,1,1,3.4,3.4,29591,60607-15,POINT (-87.652727 41.876104)
60619,28,07/05/2020,07/11/2020,54,1061,88,1732,611,8609,997,14053.7,0.1,0.1,0,64,0.0,104.5,61258,60619-28,POINT (-87.60569 41.744737)
60618,14,03/29/2020,04/04/2020,63,123,67,130.3,190,472,201,500,0.3,0.3,0,0,0.0,0.0,94395,60618-14,POINT (-87.703343 41.946699)
60619,29,07/12/2020,07/18/2020,36,1097,59,1790.8,601,9210,981,15034.8,0.1,0.1,0,64,0.0,104.5,61258,60619-29,POINT (-87.60569 41.744737)
60619,30,07/19/2020,07/25/2020,43,1140,70,1861,564,9774,921,15955.5,0.1,0.1,0,64,0.0,104.5,61258,60619-30,POINT (-87.60569 41.744737)
60619,31,07/26/2020,08/01/2020,45,1185,74,1934.4,639,10413,1043,16998.6,0.1,0.1,1,65,1.6,106.1,61258,60619-31,POINT (-87.60569 41.744737)
60666,18,04/26/2020,05/02/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,0,60666-18,POINT (-87.896371 41.979511)
60619,32,08/02/2020,08/08/2020,31,1216,51,1985,601,11014,981,17979.7,0.1,0.1,0,65,0.0,106.1,61258,60619-32,POINT (-87.60569 41.744737)
60623,15,04/05/2020,04/11/2020,143,324,166,376.8,289,709,336,824.6,0.5,0.5,6,15,7.0,17.4,85979,60623-15,POINT (-87.717446 41.850321)
60633,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,12871,60633-10,POINT (-87.556037 41.653147)
60623,16,04/12/2020,04/18/2020,242,566,282,658.3,456,1165,530,1355,0.5,0.5,9,24,10.5,27.9,85979,60623-16,POINT (-87.717446 41.850321)
60619,33,08/09/2020,08/15/2020,34,1250,56,2040.5,600,11614,980,18959.2,0.1,0.1,0,65,0.0,106.1,61258,60619-33,POINT (-87.60569 41.744737)
60619,34,08/16/2020,08/22/2020,32,1282,52,2092.8,513,12127,837,19796.6,0.1,0.1,0,65,0.0,106.1,61258,60619-34,POINT (-87.60569 41.744737)
60619,35,08/23/2020,08/29/2020,33,1315,54,2146.7,530,12657,865,20661.8,0.1,0.1,1,66,1.6,107.7,61258,60619-35,POINT (-87.60569 41.744737)
60619,36,08/30/2020,09/05/2020,26,1341,42,2189.1,499,13156,815,21476.4,0.1,0.1,0,66,0.0,107.7,61258,60619-36,POINT (-87.60569 41.744737)
60619,38,09/13/2020,09/19/2020,20,1385,33,2260.9,396,13897,646,22686,0.1,0.1,1,67,1.6,109.4,61258,60619-38,POINT (-87.60569 41.744737)
60619,39,09/20/2020,09/26/2020,25,1410,41,2301.7,353,14250,576,23262.3,0.1,0.1,1,68,1.6,111.0,61258,60619-39,POINT (-87.60569 41.744737)
60619,40,09/27/2020,10/03/2020,37,1447,60,2362.1,438,14688,715,23977.3,0.1,0.1,1,69,1.6,112.6,61258,60619-40,POINT (-87.60569 41.744737)
60666,23,05/31/2020,06/06/2020,,,,,1,3,0,0,,,0,0,0.0,0.0,0,60666-23,POINT (-87.896371 41.979511)
60619,41,10/04/2020,10/10/2020,42,1489,69,2430.7,437,15125,713,24690.7,0.1,0.1,2,71,3.3,115.9,61258,60619-41,POINT (-87.60569 41.744737)
60619,42,10/11/2020,10/17/2020,60,1549,98,2528.6,466,15591,761,25451.4,0.1,0.1,1,72,1.6,117.5,61258,60619-42,POINT (-87.60569 41.744737)
60620,16,04/12/2020,04/18/2020,90,496,132,728.4,337,1229,495,1804.8,0.3,0.4,9,41,13.2,60.2,68096,60620-16,POINT (-87.651656 41.740873)
60651,12,03/15/2020,03/21/2020,15,15,24,23.7,55,62,87,98.1,0.3,0.2,0,0,0.0,0.0,63218,60651-12,POINT (-87.741017 41.901964)
60827,16,04/12/2020,04/18/2020,6,24,21,84,19,67,66,234.5,0.3,0.4,0,2,0.0,7.0,28577,60827-16,POINT (-87.633087 41.650765)
60616,14,03/29/2020,04/04/2020,52,101,96,185.4,129,343,237,629.8,0.4,0.3,4,4,7.3,7.3,54464,60616-14,POINT (-87.629531 41.844869)
60827,17,04/19/2020,04/25/2020,11,35,38,122.5,38,105,133,367.4,0.3,0.3,1,3,3.5,10.5,28577,60827-17,POINT (-87.633087 41.650765)
60601,22,05/24/2020,05/30/2020,2,70,14,477,91,613,620,4177.2,0.0,0.1,0,4,0.0,27.3,14675,60601-22,POINT (-87.622844 41.886262)
60827,18,04/26/2020,05/02/2020,9,44,32,154,44,149,154,521.4,0.2,0.3,0,3,0.0,10.5,28577,60827-18,POINT (-87.633087 41.650765)
60827,19,05/03/2020,05/09/2020,7,51,24,178.5,26,175,91,612.4,0.3,0.3,2,5,7.0,17.5,28577,60827-19,POINT (-87.633087 41.650765)
60827,20,05/10/2020,05/16/2020,12,63,42,220.5,40,215,140,752.4,0.3,0.3,2,7,7.0,24.5,28577,60827-20,POINT (-87.633087 41.650765)
60827,21,05/17/2020,05/23/2020,7,70,24,245,44,259,154,906.3,0.2,0.3,0,7,0.0,24.5,28577,60827-21,POINT (-87.633087 41.650765)
60827,22,05/24/2020,05/30/2020,7,77,24,269.4,45,304,158,1063.8,0.2,0.3,0,7,0.0,24.5,28577,60827-22,POINT (-87.633087 41.650765)
60827,23,05/31/2020,06/06/2020,2,79,7,276.4,17,321,60,1123.3,0.1,0.2,0,7,0.0,24.5,28577,60827-23,POINT (-87.633087 41.650765)
60827,24,06/07/2020,06/13/2020,1,80,4,279.9,25,346,88,1210.8,0.0,0.2,0,7,0.0,24.5,28577,60827-24,POINT (-87.633087 41.650765)
60602,16,04/12/2020,04/18/2020,2,5,161,401.9,10,23,804,1848.9,0.2,0.2,0,0,0.0,0.0,1244,60602-16,POINT (-87.628309 41.883136)
60601,15,04/05/2020,04/11/2020,5,33,34,224.9,38,139,259,947.2,0.1,0.2,0,0,0.0,0.0,14675,60601-15,POINT (-87.622844 41.886262)
60610,10,03/01/2020,03/07/2020,,,,,4,4,10,10.3,,,0,0,0.0,0.0,39019,60610-10,POINT (-87.63581 41.90455)
60620,15,04/05/2020,04/11/2020,126,406,185,596.2,272,892,399,1309.9,0.5,0.5,16,32,23.5,47.0,68096,60620-15,POINT (-87.651656 41.740873)
60612,10,03/01/2020,03/07/2020,,,,,1,1,3,2.9,,,0,0,0.0,0.0,34311,60612-10,POINT (-87.687011 41.88004)
60620,17,04/19/2020,04/25/2020,185,681,272,1000.1,809,2038,1188,2992.8,0.2,0.3,4,45,5.9,66.1,68096,60620-17,POINT (-87.651656 41.740873)
60620,18,04/26/2020,05/02/2020,79,760,116,1116.1,495,2533,727,3719.7,0.2,0.3,4,49,5.9,72.0,68096,60620-18,POINT (-87.651656 41.740873)
60620,19,05/03/2020,05/09/2020,94,854,138,1254.1,581,3114,853,4573,0.2,0.3,6,55,8.8,80.8,68096,60620-19,POINT (-87.651656 41.740873)
60620,21,05/17/2020,05/23/2020,78,1012,114,1486.1,973,4717,1429,6927,0.1,0.2,6,65,8.8,95.5,68096,60620-21,POINT (-87.651656 41.740873)
60620,29,07/12/2020,07/18/2020,63,1323,92,1942.8,617,9183,906,13485.4,0.1,0.1,0,71,0.0,104.3,68096,60620-29,POINT (-87.651656 41.740873)
60620,30,07/19/2020,07/25/2020,59,1382,87,2029.5,586,9769,860,14345.9,0.1,0.1,0,71,0.0,104.3,68096,60620-30,POINT (-87.651656 41.740873)
60620,38,09/13/2020,09/19/2020,28,1681,41,2468.6,355,13820,521,20294.9,0.1,0.1,0,76,0.0,111.6,68096,60620-38,POINT (-87.651656 41.740873)
60620,39,09/20/2020,09/26/2020,25,1706,37,2505.3,369,14189,542,20836.8,0.1,0.1,2,78,2.9,114.5,68096,60620-39,POINT (-87.651656 41.740873)
60602,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,1244,60602-11,POINT (-87.628309 41.883136)
Unknown,11,03/08/2020,03/14/2020,,,,,163,223,0,0,,,0,0,0.0,0.0,0,Unknown-11,
60620,14,03/29/2020,04/04/2020,136,280,200,411.2,295,620,433,910.5,0.5,0.5,11,16,16.2,23.5,68096,60620-14,POINT (-87.651656 41.740873)
60629,11,03/08/2020,03/14/2020,,,,,5,7,4,6.3,,,0,0,0.0,0.0,111850,60629-11,POINT (-87.711565 41.777061)
60620,22,05/24/2020,05/30/2020,53,1065,78,1564,713,5430,1047,7974,0.1,0.2,1,66,1.5,96.9,68096,60620-22,POINT (-87.651656 41.740873)
60620,23,05/31/2020,06/06/2020,37,1102,54,1618.3,437,5867,642,8615.8,0.1,0.2,1,67,1.5,98.4,68096,60620-23,POINT (-87.651656 41.740873)
60620,24,06/07/2020,06/13/2020,30,1132,44,1662.4,563,6430,827,9442.6,0.1,0.2,1,68,1.5,99.9,68096,60620-24,POINT (-87.651656 41.740873)
60620,25,06/14/2020,06/20/2020,29,1161,43,1704.9,513,6943,753,10195.9,0.1,0.2,2,70,2.9,102.8,68096,60620-25,POINT (-87.651656 41.740873)
60620,26,06/21/2020,06/27/2020,25,1186,37,1741.7,544,7487,799,10994.8,0.0,0.2,0,70,0.0,102.8,68096,60620-26,POINT (-87.651656 41.740873)
60620,27,06/28/2020,07/04/2020,26,1212,38,1779.8,468,7955,687,11682,0.1,0.2,1,71,1.5,104.3,68096,60620-27,POINT (-87.651656 41.740873)
60606,11,03/08/2020,03/14/2020,,,,,3,3,97,96.7,,,0,0,0.0,0.0,3101,60606-11,POINT (-87.63676 41.882634)
60620,31,07/26/2020,08/01/2020,43,1425,63,2092.6,587,10356,862,15207.9,0.1,0.1,1,72,1.5,105.7,68096,60620-31,POINT (-87.651656 41.740873)
60620,32,08/02/2020,08/08/2020,62,1487,91,2183.7,588,10944,864,16071.4,0.1,0.1,0,72,0.0,105.7,68096,60620-32,POINT (-87.651656 41.740873)
60620,35,08/23/2020,08/29/2020,33,1592,48,2337.9,534,12658,784,18588.5,0.1,0.1,1,75,1.5,110.1,68096,60620-35,POINT (-87.651656 41.740873)
60620,40,09/27/2020,10/03/2020,25,1731,37,2542,441,14630,648,21484.4,0.1,0.1,2,80,2.9,117.5,68096,60620-40,POINT (-87.651656 41.740873)
60620,41,10/04/2020,10/10/2020,43,1774,63,2605.1,463,15093,680,22164.3,0.1,0.1,0,80,0.0,117.5,68096,60620-41,POINT (-87.651656 41.740873)
60621,19,05/03/2020,05/09/2020,57,393,196,1353.2,276,1249,950,4300.7,0.2,0.3,6,28,20.7,96.4,29042,60621-19,POINT (-87.638812 41.776931)
60621,12,03/15/2020,03/21/2020,14,14,48,48.2,53,57,182,196.3,0.3,0.2,0,0,0.0,0.0,29042,60621-12,POINT (-87.638812 41.776931)
60621,13,03/22/2020,03/28/2020,23,37,79,127.4,69,126,238,433.9,0.3,0.3,1,1,3.4,3.4,29042,60621-13,POINT (-87.638812 41.776931)
60614,10,03/01/2020,03/07/2020,,,,,2,2,3,2.8,,,0,0,0.0,0.0,71308,60614-10,POINT (-87.652064 41.922605)
60621,14,03/29/2020,04/04/2020,54,91,186,313.3,115,241,396,829.8,0.5,0.4,3,4,10.3,13.8,29042,60621-14,POINT (-87.638812 41.776931)
60621,15,04/05/2020,04/11/2020,52,143,179,492.4,121,362,417,1246.5,0.4,0.4,2,6,6.9,20.7,29042,60621-15,POINT (-87.638812 41.776931)
60607,22,05/24/2020,05/30/2020,4,440,14,1486.9,174,1741,588,5883.5,0.0,0.3,0,4,0.0,13.5,29591,60607-22,POINT (-87.652727 41.876104)
60621,17,04/19/2020,04/25/2020,55,274,189,943.5,210,740,723,2548,0.3,0.4,4,13,13.8,44.8,29042,60621-17,POINT (-87.638812 41.776931)
60616,10,03/01/2020,03/07/2020,,,,,2,2,4,3.7,,,0,0,0.0,0.0,54464,60616-10,POINT (-87.629531 41.844869)
60621,18,04/26/2020,05/02/2020,62,336,214,1156.9,233,973,802,3350.3,0.3,0.3,9,22,31.0,75.8,29042,60621-18,POINT (-87.638812 41.776931)
60614,11,03/08/2020,03/14/2020,14,14,20,19.6,31,33,44,46.3,0.5,0.4,0,0,0.0,0.0,71308,60614-11,POINT (-87.652064 41.922605)
60621,20,05/10/2020,05/16/2020,51,444,176,1528.8,309,1558,1064,5364.6,0.2,0.3,6,34,20.7,117.1,29042,60621-20,POINT (-87.638812 41.776931)
60621,21,05/17/2020,05/23/2020,50,494,172,1701,370,1928,1274,6638.7,0.1,0.3,7,41,24.1,141.2,29042,60621-21,POINT (-87.638812 41.776931)
60659,17,04/19/2020,04/25/2020,88,353,214,859.6,242,932,589,2269.4,0.4,0.4,7,22,17.0,53.6,41068,60659-17,POINT (-87.703266 41.990803)
60621,22,05/24/2020,05/30/2020,23,517,79,1780.2,338,2266,1164,7802.5,0.1,0.2,2,43,6.9,148.1,29042,60621-22,POINT (-87.638812 41.776931)
60621,23,05/31/2020,06/06/2020,19,536,65,1845.6,214,2480,737,8539.4,0.1,0.2,4,47,13.8,161.8,29042,60621-23,POINT (-87.638812 41.776931)
60621,24,06/07/2020,06/13/2020,12,548,41,1886.9,240,2720,826,9365.7,0.0,0.2,1,48,3.4,165.3,29042,60621-24,POINT (-87.638812 41.776931)
60621,25,06/14/2020,06/20/2020,16,564,55,1942,235,2955,809,10174.9,0.1,0.2,0,48,0.0,165.3,29042,60621-25,POINT (-87.638812 41.776931)
60621,26,06/21/2020,06/27/2020,9,573,31,1973,222,3177,764,10939.3,0.0,0.2,1,49,3.4,168.7,29042,60621-26,POINT (-87.638812 41.776931)
60659,18,04/26/2020,05/02/2020,95,448,231,1090.9,303,1235,738,3007.2,0.3,0.4,3,25,7.3,60.9,41068,60659-18,POINT (-87.703266 41.990803)
60659,19,05/03/2020,05/09/2020,85,533,207,1297.8,284,1519,692,3698.7,0.3,0.4,5,30,12.2,73.0,41068,60659-19,POINT (-87.703266 41.990803)
60621,27,06/28/2020,07/04/2020,12,585,41,2014.3,243,3420,837,11776,0.0,0.2,1,50,3.4,172.2,29042,60621-27,POINT (-87.638812 41.776931)
60621,28,07/05/2020,07/11/2020,16,601,55,2069.4,244,3664,840,12616.2,0.1,0.2,0,50,0.0,172.2,29042,60621-28,POINT (-87.638812 41.776931)
60602,19,05/03/2020,05/09/2020,3,8,241,643.1,17,59,1367,4742.8,0.2,0.1,0,0,0.0,0.0,1244,60602-19,POINT (-87.628309 41.883136)
60651,11,03/08/2020,03/14/2020,,,,,7,7,11,11.1,,,0,0,0.0,0.0,63218,60651-11,POINT (-87.741017 41.901964)
60612,11,03/08/2020,03/14/2020,,,,,9,10,26,29.1,,,0,0,0.0,0.0,34311,60612-11,POINT (-87.687011 41.88004)
60606,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,3101,60606-10,POINT (-87.63676 41.882634)
60621,29,07/12/2020,07/18/2020,12,613,41,2110.7,221,3885,761,13377.2,0.1,0.2,1,51,3.4,175.6,29042,60621-29,POINT (-87.638812 41.776931)
60621,30,07/19/2020,07/25/2020,23,636,79,2189.9,233,4118,802,14179.5,0.1,0.2,0,51,0.0,175.6,29042,60621-30,POINT (-87.638812 41.776931)
60621,31,07/26/2020,08/01/2020,16,652,55,2245,220,4338,758,14937,0.1,0.2,0,51,0.0,175.6,29042,60621-31,POINT (-87.638812 41.776931)
60621,32,08/02/2020,08/08/2020,18,670,62,2307,222,4560,764,15701.4,0.1,0.1,0,51,0.0,175.6,29042,60621-32,POINT (-87.638812 41.776931)
60621,33,08/09/2020,08/15/2020,20,690,69,2375.9,207,4767,713,16414.2,0.1,0.1,0,51,0.0,175.6,29042,60621-33,POINT (-87.638812 41.776931)
60608,11,03/08/2020,03/14/2020,,,,,9,11,11,13.9,,,0,0,0.0,0.0,79205,60608-11,POINT (-87.670366 41.849879)
60643,10,03/01/2020,03/07/2020,,,,,1,1,2,2,,,0,0,0.0,0.0,49870,60643-10,POINT (-87.662381 41.700445)
60621,34,08/16/2020,08/22/2020,15,705,52,2427.5,186,4953,640,17054.6,0.1,0.1,0,51,0.0,175.6,29042,60621-34,POINT (-87.638812 41.776931)
60622,14,03/29/2020,04/04/2020,34,100,64,189.4,111,341,210,645.9,0.3,0.3,1,1,1.9,1.9,52793,60622-14,POINT (-87.681818 41.902762)
